name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Toyota Innova,2007,91660,23937,CNG,Trustmark Dealer,Manual,Second Owner,13.14,904,194.95,220.09,4,130815.80502596956
Mahindra XUV500,2023,1406065,73893,Diesel,Trustmark Dealer,Manual,Second Owner,30.82,846,100.04,347.28,7,1565980.3197722295
Mahindra XUV500,2015,1146813,128011,CNG,Individual,Automatic,Third Owner,30.08,1609,189.65,307.07,7,1285656.586861381
Toyota Innova,2012,251800,23275,Electric,Dealer,Automatic,First Owner,33.98,1197,169.88,332.94,4,338196.110641013
Maruti Baleno,2009,577578,139437,Petrol,Trustmark Dealer,Automatic,Third Owner,31.0,2224,56.25,308.78,5,786490.8008448876
Skoda Rapid,2020,126895,157454,Petrol,Dealer,Manual,First Owner,25.67,2301,136.22,251.39,6,161829.8698868198
Kia Seltos,2011,1013654,186797,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,16.38,1853,168.1,289.35,6,1224670.3912784497
Ford Ecosport,2021,1127957,85274,LPG,Individual,Automatic,Second Owner,31.19,1727,195.22,283.22,4,1437039.0908190398
Renault Duster,2013,50000,172298,CNG,Individual,Automatic,Fourth & Above Owner,19.69,1680,134.69,183.33,7,55594.06602591239
Volkswagen Polo,2023,1118518,94521,Petrol,Dealer,Manual,Second Owner,30.21,1229,64.31,345.97,6,1493102.1278049678
Ford Ecosport,2022,304922,12109,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,21.81,2614,194.22,317.69,5,378647.3190175041
Honda City,2021,152524,76405,Diesel,Dealer,Manual,Second Owner,20.73,2494,147.26,275.38,6,170223.95017475172
Toyota Innova,2021,440052,188036,Petrol,Trustmark Dealer,Automatic,First Owner,22.05,1653,95.63,323.55,6,631844.8836515067
Hyundai i20,2022,159377,159851,Electric,Dealer,Manual,First Owner,23.19,1463,164.43,234.05,7,214584.64664195283
Honda City,2013,901436,157923,LPG,Individual,Manual,Fourth & Above Owner,22.81,1116,134.62,159.94,7,1275111.5450181158
Tata Nexon,2022,1058578,18936,LPG,Individual,Automatic,Second Owner,19.84,887,193.9,343.96,5,1372200.833380585
Maruti Baleno,2015,164212,161683,Petrol,Dealer,Manual,Fourth & Above Owner,33.46,1309,128.29,135.45,6,192704.99773634548
Hyundai Creta,2021,856734,79567,LPG,Individual,Automatic,Second Owner,24.21,1063,139.95,320.87,7,1146602.9478173982
Skoda Rapid,2021,1316424,123568,Electric,Individual,Automatic,First Owner,23.58,1990,51.46,198.32,6,1556976.8548057033
Toyota Innova,2016,316120,35767,Diesel,Dealer,Automatic,Second Owner,11.36,2190,97.74,210.23,7,466122.3645117361
Hyundai i20,2010,661128,71082,Electric,Dealer,Manual,Fourth & Above Owner,33.08,1049,145.94,181.12,7,963039.9961107732
Maruti Baleno,2007,461813,150957,Electric,Individual,Automatic,Fourth & Above Owner,30.95,1329,120.62,214.19,6,533992.1942169323
Toyota Innova,2017,70255,107015,Electric,Individual,Automatic,Third Owner,10.08,2173,137.77,117.67,5,97202.50566432934
Skoda Rapid,2013,1039699,59500,LPG,Trustmark Dealer,Manual,Third Owner,17.37,931,198.28,242.78,4,1306234.326418255
Toyota Innova,2020,92529,100097,LPG,Individual,Automatic,Second Owner,14.12,2114,152.41,216.28,6,120540.59537505289
Hyundai i20,2014,458809,78094,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,29.81,2302,189.1,221.35,4,660764.8185943264
Kia Seltos,2009,1019448,89107,Diesel,Dealer,Automatic,First Owner,13.6,2585,184.88,132.15,4,1237413.8977530864
Honda City,2011,752102,112719,Petrol,Individual,Automatic,Third Owner,23.22,2697,75.7,138.59,7,1024447.4377935264
Mahindra XUV500,2012,433941,79003,CNG,Dealer,Manual,Third Owner,34.38,1319,75.18,149.92,5,533863.3731676416
Skoda Rapid,2018,582858,166980,LPG,Trustmark Dealer,Manual,First Owner,12.57,1750,75.68,147.06,6,652747.8979698108
Renault Duster,2006,737423,141403,Diesel,Individual,Manual,Second Owner,14.41,2754,132.05,136.98,4,1044204.491184236
Toyota Innova,2017,1048968,75364,Diesel,Trustmark Dealer,Manual,Second Owner,30.77,1903,146.47,106.63,5,1488938.749011106
Kia Seltos,2014,867642,177935,Diesel,Dealer,Manual,Second Owner,22.95,986,95.88,196.64,6,1076349.000307849
Mahindra XUV500,2019,1250251,40845,LPG,Individual,Manual,Second Owner,19.98,1207,53.21,233.0,4,1663171.974419955
Kia Seltos,2016,1286313,14079,CNG,Dealer,Automatic,First Owner,24.6,1483,53.3,208.05,5,1770738.9697769324
Renault Duster,2005,244418,55039,Electric,Individual,Manual,Fourth & Above Owner,14.8,1877,176.68,346.91,6,288457.0262886787
Renault Duster,2012,50000,175881,CNG,Trustmark Dealer,Automatic,Second Owner,12.84,2431,67.86,93.25,5,66119.06107207359
Mahindra XUV500,2022,155494,61298,CNG,Individual,Manual,First Owner,18.06,2365,76.38,200.88,4,175082.44084442832
Hyundai i20,2022,654773,12988,LPG,Trustmark Dealer,Automatic,Third Owner,10.17,1108,166.64,291.95,5,801246.4972947328
Maruti Swift,2016,928910,92557,Electric,Dealer,Automatic,Second Owner,12.65,2909,175.22,188.71,6,1201921.7864225318
Ford Ecosport,2016,889199,23539,Petrol,Individual,Automatic,First Owner,26.67,2789,74.28,208.68,7,1216537.0100398045
Maruti Baleno,2006,499094,89092,CNG,Individual,Manual,Fourth & Above Owner,30.91,1008,135.07,201.36,5,737750.1314924762
Volkswagen Polo,2008,458484,57395,LPG,Dealer,Manual,Second Owner,14.3,2402,169.54,274.94,7,531544.4359111853
Hyundai i20,2006,50000,34028,CNG,Individual,Automatic,Second Owner,14.39,2378,183.99,192.57,7,60862.87820002991
Tata Nexon,2016,912325,63097,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,23.09,2426,119.14,276.54,4,1148158.047645603
Kia Seltos,2008,387614,89046,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,30.84,2555,162.55,216.27,5,570584.1600786498
Kia Seltos,2022,1424481,184116,Diesel,Dealer,Manual,Second Owner,33.94,1516,113.74,263.96,5,1609640.435512022
Hyundai i20,2006,132422,67963,Petrol,Individual,Manual,First Owner,16.12,1557,59.79,154.01,4,175981.99238517883
Renault Duster,2018,892105,58575,LPG,Individual,Automatic,Second Owner,16.44,1092,179.31,330.71,5,1268984.85985395
Skoda Rapid,2011,1098718,36430,Petrol,Trustmark Dealer,Manual,Second Owner,15.57,2356,183.22,234.27,4,1362806.6849439729
Renault Duster,2012,118693,88677,CNG,Dealer,Manual,Third Owner,34.98,1449,53.59,249.25,4,163552.0511950979
Mahindra XUV500,2012,610061,142112,LPG,Individual,Automatic,Second Owner,26.48,1721,124.86,145.14,6,914194.4654490144
Ford Ecosport,2010,582689,117677,CNG,Dealer,Manual,Fourth & Above Owner,24.81,2472,151.28,116.54,5,730145.4250602016
Ford Ecosport,2014,541254,116240,Electric,Individual,Automatic,First Owner,21.27,2222,135.77,113.16,5,597535.2843835491
Maruti Baleno,2014,475421,33741,Petrol,Individual,Manual,Second Owner,34.03,2398,128.57,180.44,7,656464.1460076284
Renault Duster,2018,1135315,14665,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,27.86,2373,162.66,219.1,7,1371997.9945973267
Tata Nexon,2016,970443,161691,LPG,Individual,Automatic,Second Owner,33.62,2212,73.52,103.05,6,1102565.6394887536
Ford Ecosport,2006,408695,67530,LPG,Individual,Manual,Fourth & Above Owner,32.76,985,197.61,154.56,5,601724.8877316267
Volkswagen Polo,2023,498133,23381,Electric,Dealer,Automatic,First Owner,27.84,2955,65.01,132.92,4,747043.5072332277
Maruti Swift,2006,1056113,52734,LPG,Trustmark Dealer,Automatic,First Owner,30.91,2073,105.18,160.14,4,1537898.1291995682
Mahindra XUV500,2009,279787,158907,Petrol,Trustmark Dealer,Manual,First Owner,30.03,906,104.6,263.25,5,342073.03836558503
Volkswagen Polo,2011,50000,142291,Diesel,Dealer,Automatic,First Owner,27.91,1794,171.3,150.51,4,57534.76900153836
Hyundai i20,2010,299419,27992,Diesel,Dealer,Automatic,Third Owner,30.75,1407,143.79,270.16,4,339500.1395184742
Mahindra XUV500,2010,962543,90735,Petrol,Individual,Manual,Second Owner,29.57,2730,67.37,225.43,4,1211945.0666891031
Ford Ecosport,2013,495949,179859,Petrol,Trustmark Dealer,Automatic,First Owner,11.3,1490,167.73,203.85,4,647654.2974975785
Maruti Swift,2014,50000,118717,Electric,Dealer,Automatic,First Owner,11.33,2515,73.86,317.31,4,55476.33093457481
Toyota Innova,2022,948668,154859,Petrol,Dealer,Automatic,Second Owner,15.29,1639,53.66,218.11,5,1413092.5725466271
Hyundai Creta,2009,309200,33038,Petrol,Dealer,Manual,Third Owner,26.93,1229,71.61,175.9,4,369523.50648822257
Skoda Rapid,2020,745491,187747,Petrol,Trustmark Dealer,Manual,First Owner,17.44,881,159.88,265.5,6,1103016.7717084596
Hyundai Creta,2010,880054,125506,CNG,Individual,Manual,Third Owner,27.46,2677,143.44,302.61,6,992537.8105751124
Hyundai i20,2020,1356989,191313,LPG,Individual,Automatic,Third Owner,29.83,1200,182.04,170.95,4,1717127.8809999395
Hyundai Creta,2013,1051816,127032,Petrol,Individual,Automatic,Second Owner,30.89,818,78.25,132.34,6,1386865.1389676423
Toyota Innova,2015,398653,148331,Diesel,Dealer,Manual,Third Owner,22.09,2708,72.89,221.18,4,560860.7510783416
Tata Nexon,2008,297530,31382,Diesel,Trustmark Dealer,Automatic,First Owner,22.56,1887,177.45,182.97,4,341664.39694760897
Kia Seltos,2010,50000,123262,Electric,Individual,Automatic,Fourth & Above Owner,34.29,1848,65.86,190.2,6,65255.04394155565
Mahindra XUV500,2022,124968,60221,Diesel,Dealer,Automatic,Fourth & Above Owner,12.68,2785,75.65,311.66,5,179578.3469308861
Toyota Innova,2008,289914,49947,Diesel,Trustmark Dealer,Automatic,First Owner,34.14,1991,71.38,222.94,7,399350.42419871583
Maruti Swift,2018,1235377,134282,Electric,Individual,Automatic,Second Owner,34.56,845,113.92,225.93,4,1596271.7512248966
Volkswagen Polo,2022,1136565,194807,Petrol,Trustmark Dealer,Automatic,First Owner,20.03,1501,180.44,281.85,5,1666094.3240430506
Tata Nexon,2021,861710,124323,Electric,Trustmark Dealer,Automatic,First Owner,13.82,1976,83.29,275.52,5,1169733.767884778
Kia Seltos,2016,1025443,44650,Electric,Dealer,Automatic,Third Owner,34.6,1688,184.81,266.71,7,1348860.183920513
Maruti Swift,2008,1010612,151962,Petrol,Trustmark Dealer,Manual,First Owner,30.05,1636,152.49,144.67,5,1229559.8003752157
Kia Seltos,2023,1198736,46555,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,30.18,2147,138.6,159.4,5,1655568.066051096
Toyota Innova,2005,475889,104763,LPG,Dealer,Automatic,Second Owner,29.38,1358,165.0,272.79,7,624513.8647767348
Hyundai Creta,2007,885808,87798,LPG,Trustmark Dealer,Manual,Second Owner,33.65,1063,95.66,342.22,5,1146410.8840776891
Hyundai i20,2010,996237,5960,Electric,Dealer,Automatic,First Owner,18.43,2630,98.94,329.74,6,1320073.1246256374
Honda City,2013,849220,188727,Electric,Trustmark Dealer,Manual,First Owner,34.94,2521,83.15,217.57,6,1187542.2876871796
Hyundai i20,2009,50000,101304,Petrol,Dealer,Manual,Fourth & Above Owner,28.87,1521,116.65,210.5,5,71056.88420643102
Hyundai Creta,2023,1473733,136889,Electric,Trustmark Dealer,Manual,Third Owner,31.14,2304,168.81,196.3,6,2047671.199076252
Hyundai Creta,2020,777159,57077,Petrol,Trustmark Dealer,Automatic,Second Owner,20.31,1845,121.54,292.3,4,1048679.9621414875
Mahindra XUV500,2020,141197,112676,Electric,Individual,Manual,Third Owner,12.67,1167,67.22,186.18,5,172370.28226327436
Kia Seltos,2007,735092,103860,Electric,Individual,Manual,First Owner,19.25,2903,153.57,160.46,6,910131.1155884984
Maruti Baleno,2011,833604,126870,LPG,Trustmark Dealer,Manual,Third Owner,26.29,2955,180.37,161.26,6,1118473.103534604
Kia Seltos,2013,993090,28630,CNG,Trustmark Dealer,Manual,Second Owner,16.26,2585,100.3,230.2,5,1347280.9485135346
Hyundai i20,2007,562972,153505,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,30.23,1458,102.84,312.99,7,676647.5341196853
Volkswagen Polo,2019,833147,39725,LPG,Individual,Automatic,Fourth & Above Owner,33.51,2097,55.63,247.57,5,1228299.9243329936
Maruti Swift,2011,900569,154955,Diesel,Trustmark Dealer,Manual,Third Owner,18.82,935,84.2,303.14,4,1142934.6609246433
Skoda Rapid,2012,50000,50339,Electric,Trustmark Dealer,Manual,Second Owner,11.04,2568,66.2,167.06,7,73259.09311190854
Renault Duster,2006,50000,121596,CNG,Individual,Manual,First Owner,26.51,1069,148.7,96.74,7,70100.43585164325
Mahindra XUV500,2021,1406401,70064,Diesel,Individual,Manual,First Owner,20.55,1496,115.38,295.13,4,2094920.9400618696
Maruti Baleno,2020,598724,20406,Electric,Dealer,Automatic,Third Owner,17.84,2794,80.01,145.05,4,895860.9854088429
Mahindra XUV500,2013,50000,57372,Electric,Dealer,Automatic,Fourth & Above Owner,10.17,1961,191.48,324.74,7,71248.01503956529
Ford Ecosport,2011,360302,189968,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,32.3,1043,190.7,147.59,4,423667.5234636348
Mahindra XUV500,2022,237015,8714,Electric,Dealer,Manual,Fourth & Above Owner,17.38,1955,143.25,173.21,4,305592.13927446137
Honda City,2015,146430,96421,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,16.8,1556,172.43,217.28,6,213554.51653081155
Mahindra XUV500,2008,843601,65133,Electric,Individual,Manual,Fourth & Above Owner,10.47,1521,87.53,238.27,7,1154661.1145540092
Volkswagen Polo,2023,262492,116082,Electric,Dealer,Automatic,Second Owner,29.67,1474,199.27,115.25,5,297345.96418499266
Volkswagen Polo,2021,1115533,80105,Electric,Individual,Automatic,Fourth & Above Owner,18.27,1454,156.14,199.2,4,1649424.883354728
Hyundai Creta,2019,283622,89561,Diesel,Dealer,Manual,First Owner,33.61,2715,135.91,277.76,6,417597.8860311631
Ford Ecosport,2008,50000,152806,Electric,Individual,Manual,Second Owner,27.75,1463,177.92,277.93,4,56978.66066930007
Volkswagen Polo,2019,729229,81792,LPG,Trustmark Dealer,Automatic,First Owner,30.39,2341,141.46,296.65,6,862533.9599704654
Hyundai i20,2014,1043922,39278,Diesel,Dealer,Automatic,Fourth & Above Owner,12.65,1017,67.09,111.17,4,1173494.5788022066
Renault Duster,2015,50000,150870,Electric,Individual,Automatic,First Owner,33.04,1230,107.22,317.82,5,74911.16871703624
Tata Nexon,2005,593844,189847,Petrol,Dealer,Manual,Third Owner,21.52,2084,86.55,294.6,5,843859.625646071
Maruti Baleno,2020,919439,154258,CNG,Trustmark Dealer,Manual,Third Owner,28.48,2526,159.98,222.68,7,1126838.743337748
Toyota Innova,2018,108480,9356,Electric,Individual,Manual,Fourth & Above Owner,31.71,938,72.77,117.16,6,133424.866243044
Tata Nexon,2005,641258,110651,LPG,Trustmark Dealer,Automatic,Third Owner,31.14,2209,154.44,105.15,5,842767.7816809411
Volkswagen Polo,2016,728849,180634,LPG,Dealer,Automatic,Third Owner,25.55,1927,116.16,322.74,6,1080467.99952237
Tata Nexon,2022,757341,45096,Electric,Individual,Manual,Third Owner,20.2,1066,159.49,324.88,5,1132642.6956089556
Mahindra XUV500,2005,321083,93376,Petrol,Individual,Manual,Fourth & Above Owner,30.0,2913,166.54,172.16,4,361186.02556763706
Honda City,2008,50000,86693,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,27.32,2910,93.43,271.32,5,61495.30539269216
Maruti Baleno,2019,436502,108072,Diesel,Dealer,Automatic,Third Owner,22.1,2061,160.79,147.04,6,546065.2043306031
Ford Ecosport,2022,920367,20207,Electric,Dealer,Automatic,Second Owner,26.51,2579,72.32,323.89,6,1157084.4818804823
Maruti Swift,2015,216131,155148,Electric,Trustmark Dealer,Manual,Third Owner,21.06,2974,81.5,92.01,4,246734.4415126137
Maruti Swift,2013,1159476,176485,Diesel,Dealer,Automatic,Third Owner,28.95,884,81.94,222.53,6,1291462.7026449891
Maruti Baleno,2005,750069,73866,Diesel,Dealer,Automatic,Third Owner,31.65,2632,52.39,228.74,6,899744.9474521901
Honda City,2011,1099868,45311,LPG,Trustmark Dealer,Manual,Third Owner,12.08,2028,85.81,287.02,5,1273081.0142382935
Maruti Swift,2007,50000,169505,CNG,Individual,Automatic,Second Owner,17.06,1165,59.04,270.1,7,57896.33376689566
Hyundai i20,2016,519263,75222,Petrol,Individual,Manual,Second Owner,23.84,2570,107.82,160.22,6,718327.5803370527
Skoda Rapid,2014,50000,51775,Diesel,Individual,Automatic,First Owner,29.27,2475,108.79,205.7,4,65594.06505617566
Tata Nexon,2006,834799,137643,LPG,Dealer,Manual,Second Owner,33.25,2755,98.8,197.67,6,1066662.1841655746
Ford Ecosport,2008,788029,132474,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,21.8,2458,67.44,211.91,7,943629.3445573458
Tata Nexon,2009,225328,44432,Electric,Dealer,Automatic,Third Owner,17.28,1848,72.63,214.92,5,268707.71493911505
Kia Seltos,2020,166016,18877,CNG,Individual,Automatic,Third Owner,26.77,1823,135.42,234.75,4,194832.2108703518
Ford Ecosport,2010,111840,168352,LPG,Individual,Manual,First Owner,23.75,2573,199.77,120.99,4,141719.88564507212
Renault Duster,2015,120056,199617,Petrol,Trustmark Dealer,Automatic,Second Owner,29.26,1391,64.51,259.12,4,162426.72823311217
Ford Ecosport,2016,879359,48752,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,25.94,2659,166.57,318.63,7,1161036.5075879833
Maruti Baleno,2008,359467,43434,CNG,Dealer,Manual,Third Owner,12.27,2497,155.53,275.71,7,409938.08847889415
Skoda Rapid,2015,83411,163994,Electric,Dealer,Automatic,Third Owner,18.94,2617,106.12,202.06,5,115882.82278462723
Hyundai Creta,2016,1181541,148646,Diesel,Dealer,Automatic,Second Owner,22.89,1693,73.76,323.2,6,1348798.4641097349
Volkswagen Polo,2012,562193,21088,LPG,Trustmark Dealer,Automatic,Second Owner,29.52,2486,72.54,335.14,6,647652.373290309
Renault Duster,2014,966354,29917,Electric,Dealer,Manual,Second Owner,30.07,875,182.84,283.87,5,1389007.4628042525
Kia Seltos,2005,195851,198311,Diesel,Dealer,Manual,First Owner,18.28,2641,66.19,184.89,5,249995.07637566928
Skoda Rapid,2009,955741,174933,LPG,Individual,Manual,Second Owner,11.07,2831,76.13,155.84,6,1229987.9483646022
Hyundai Creta,2011,137696,182557,Diesel,Trustmark Dealer,Manual,First Owner,22.42,931,169.41,313.9,4,180091.8177058404
Honda City,2009,158591,28000,Petrol,Trustmark Dealer,Manual,First Owner,32.79,2743,105.47,224.11,5,193431.8905863489
Hyundai Creta,2009,190561,94361,LPG,Trustmark Dealer,Automatic,Third Owner,25.52,2834,177.27,150.41,4,251914.7362852843
Skoda Rapid,2013,747021,167391,Petrol,Dealer,Automatic,Fourth & Above Owner,23.54,2628,141.91,254.32,7,862810.7563508329
Ford Ecosport,2009,126667,126704,Petrol,Individual,Manual,Second Owner,21.38,2369,174.68,113.77,6,185581.6610123019
Toyota Innova,2022,441586,40023,Electric,Dealer,Automatic,First Owner,12.14,2260,183.25,207.89,4,627348.3230191559
Ford Ecosport,2016,596063,131592,CNG,Trustmark Dealer,Automatic,Third Owner,21.89,1463,77.31,228.21,5,780279.6911662349
Maruti Baleno,2015,405037,104127,LPG,Trustmark Dealer,Manual,Second Owner,22.9,1741,102.78,299.54,7,472016.71429015946
Hyundai Creta,2018,397573,24169,LPG,Dealer,Automatic,Fourth & Above Owner,18.0,1347,180.96,234.14,5,555578.7520243832
Renault Duster,2016,878836,86371,Diesel,Trustmark Dealer,Manual,Third Owner,16.94,1820,61.1,135.75,5,1289920.0464988211
Kia Seltos,2006,680050,108653,CNG,Dealer,Automatic,Fourth & Above Owner,14.52,1735,87.67,216.36,7,790915.3639828567
Maruti Baleno,2017,1292327,79157,Electric,Dealer,Automatic,First Owner,21.88,1082,140.64,287.39,6,1755437.1126898634
Mahindra XUV500,2005,50000,32193,CNG,Dealer,Automatic,Third Owner,17.22,1926,127.22,209.0,5,62711.67275914399
Hyundai i20,2020,713595,198345,Petrol,Dealer,Automatic,Second Owner,22.85,1115,152.18,297.79,5,920733.8775926864
Tata Nexon,2010,452896,152674,Diesel,Dealer,Automatic,Third Owner,34.31,1262,195.18,249.97,7,532283.7194636595
Volkswagen Polo,2016,971754,155487,LPG,Trustmark Dealer,Manual,Third Owner,24.09,2468,183.36,90.65,4,1352904.979699259
Volkswagen Polo,2018,116274,143369,LPG,Individual,Manual,Second Owner,13.38,1734,54.33,92.03,5,135181.20348628497
Renault Duster,2022,945743,37453,Electric,Trustmark Dealer,Automatic,First Owner,14.35,838,196.69,276.54,6,1376954.6814041438
Hyundai i20,2012,332565,95549,Electric,Trustmark Dealer,Automatic,Third Owner,21.52,1855,62.38,279.2,4,460454.0766815632
Mahindra XUV500,2015,1147503,65149,LPG,Individual,Automatic,First Owner,34.54,2286,148.7,103.46,5,1621992.8250600656
Kia Seltos,2017,636579,26986,CNG,Individual,Automatic,Third Owner,31.18,1773,148.88,307.63,5,744513.6501389405
Toyota Innova,2014,206120,65766,Diesel,Dealer,Manual,Fourth & Above Owner,13.89,1096,93.21,228.56,4,236460.93158948043
Hyundai i20,2018,270472,135169,Diesel,Dealer,Manual,Third Owner,20.51,2049,139.54,283.81,6,341906.7632124382
Hyundai i20,2009,866840,39021,Diesel,Dealer,Manual,Fourth & Above Owner,32.59,2258,168.18,137.13,4,1029343.168009792
Renault Duster,2015,905466,198400,Electric,Trustmark Dealer,Manual,Third Owner,27.1,2497,114.01,149.68,7,1287863.3393352288
